time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,weather_description
2024-05-13,73,1.6,-2.6,-0.5,5.7,1.6,2.87,15.0,11.9,18.4,8,Snow fall: Moderate
2024-05-14,3,3.5,-3.0,0.6,0.0,0.0,0.0,0.0,17.3,25.2,180,Overcast
2024-05-15,51,3.8,0.6,2.2,0.1,0.1,0.0,1.0,11.3,16.6,206,Drizzle: Light
2024-05-16,53,2.8,0.9,2.0,1.5,1.5,0.0,8.0,22.8,32.0,224,Drizzle: Moderate
2024-05-17,73,1.3,-3.0,-0.4,1.1,0.0,0.77,5.0,42.0,58.7,221,Snow fall: Moderate
2024-05-18,73,-0.5,-3.7,-2.2,1.6,0.0,1.12,11.0,24.5,33.5,312,Snow fall: Moderate
2024-05-19,73,0.4,-3.8,-2.0,9.0,0.0,6.3,16.0,47.5,67.3,92,Snow fall: Moderate
2024-05-20,73,2.4,0.9,1.7,9.8,5.8,2.8,19.0,23.4,33.5,181,Snow fall: Moderate
2024-05-21,3,1.9,-2.1,0.9,0.0,0.0,0.0,0.0,17.7,24.5,220,Overcast
2024-05-22,3,1.7,-2.2,-0.1,0.0,0.0,0.0,0.0,32.0,45.7,207,Overcast
2024-05-23,51,4.2,-2.2,1.1,0.4,0.4,0.0,3.0,32.2,47.2,205,Drizzle: Light
2024-05-24,73,5.6,2.2,4.3,5.5,4.9,0.42,14.0,56.4,82.8,153,Snow fall: Moderate
2024-05-25,53,7.4,3.4,5.4,0.7,0.7,0.0,2.0,52.1,76.7,179,Drizzle: Moderate
2024-05-26,51,7.2,2.1,4.5,0.2,0.2,0.0,2.0,10.6,13.0,143,Drizzle: Light
2024-05-27,51,5.9,2.0,4.8,0.1,0.1,0.0,1.0,12.4,15.8,179,Drizzle: Light
2024-05-28,51,8.0,2.8,5.3,0.7,0.7,0.0,3.0,15.0,21.6,127,Drizzle: Light
2024-05-29,61,5.3,1.1,3.1,4.5,4.5,0.0,9.0,17.3,29.2,271,Rain: Slight
2024-05-30,71,5.8,2.1,4.0,1.0,0.7,0.21,5.0,53.1,79.9,211,Snow fall: Slight
2024-05-31,51,3.8,1.7,3.0,0.4,0.4,0.0,3.0,54.2,79.9,212,Drizzle: Light
2024-06-01,51,5.8,3.2,4.6,0.2,0.2,0.0,2.0,53.1,79.2,211,Drizzle: Light
2024-06-02,73,3.9,-2.3,1.5,2.0,0.0,1.4,11.0,52.8,78.5,226,Snow fall: Moderate
2024-06-03,73,-2.1,-4.1,-3.0,6.7,0.0,4.69,23.0,32.7,50.0,332,Snow fall: Moderate
2024-06-04,75,-2.4,-4.1,-3.2,12.3,0.2,8.47,24.0,43.2,63.7,327,Snow fall: Heavy
2024-06-05,75,-1.1,-3.2,-2.5,11.1,0.1,7.7,24.0,34.9,56.2,317,Snow fall: Heavy
2024-06-06,73,-1.3,-3.2,-2.5,10.9,0.7,7.14,24.0,36.8,54.0,306,Snow fall: Moderate
2024-06-07,73,-0.6,-2.9,-1.6,2.4,0.4,1.4,12.0,25.7,41.0,331,Snow fall: Moderate
2024-06-08,73,1.4,-2.7,-0.9,4.0,0.0,2.8,14.0,23.8,34.6,20,Snow fall: Moderate
2024-06-09,3,3.5,-1.5,1.4,0.0,0.0,0.0,0.0,22.3,32.0,80,Overcast
2024-06-10,3,8.2,-0.3,3.8,0.0,0.0,0.0,0.0,11.2,23.0,39,Overcast
2024-06-11,3,10.0,2.6,6.8,0.0,0.0,0.0,0.0,24.0,36.7,210,Overcast
2024-06-12,3,8.6,1.4,6.2,0.0,0.0,0.0,0.0,11.7,24.8,183,Overcast
2024-06-13,51,10.8,4.0,7.5,1.4,1.4,0.0,8.0,17.1,24.8,284,Drizzle: Light
2024-06-14,51,13.0,5.2,8.5,0.3,0.3,0.0,2.0,19.3,33.8,291,Drizzle: Light
2024-06-15,51,11.6,4.9,8.9,1.6,1.6,0.0,9.0,17.6,31.0,335,Drizzle: Light
2024-06-16,51,8.6,5.6,7.5,1.1,1.1,0.0,9.0,16.9,29.5,310,Drizzle: Light
2024-06-17,51,7.8,2.3,5.7,1.8,1.8,0.0,8.0,18.1,28.8,173,Drizzle: Light
2024-06-18,53,5.9,3.7,4.6,7.5,7.5,0.0,24.0,18.9,27.7,222,Drizzle: Moderate
2024-06-19,75,4.4,1.6,2.9,17.3,8.5,6.16,22.0,28.0,42.1,75,Snow fall: Heavy
2024-06-20,51,5.9,1.5,4.1,0.8,0.8,0.0,5.0,13.2,23.8,214,Drizzle: Light
2024-06-21,51,7.5,4.2,5.8,1.5,1.5,0.0,8.0,38.6,58.7,92,Drizzle: Light
2024-06-22,73,6.4,2.9,4.4,7.3,6.8,0.35,23.0,36.7,55.1,97,Snow fall: Moderate
2024-06-23,51,6.5,2.3,4.6,0.3,0.3,0.0,2.0,46.1,69.1,223,Drizzle: Light
2024-06-24,51,6.7,2.8,4.6,0.6,0.6,0.0,4.0,29.2,44.3,211,Drizzle: Light
2024-06-25,71,6.3,2.1,4.3,1.9,1.8,0.07,13.0,41.6,64.1,213,Snow fall: Slight
2024-06-26,51,8.4,2.9,6.0,0.7,0.7,0.0,7.0,11.5,22.7,216,Drizzle: Light
2024-06-27,61,7.2,1.6,5.4,7.4,7.4,0.0,15.0,22.1,37.1,359,Rain: Slight
2024-06-28,73,2.0,0.0,0.9,1.5,0.6,0.63,11.0,30.4,46.1,331,Snow fall: Moderate
2024-06-29,51,12.2,1.0,6.8,0.2,0.2,0.0,2.0,12.6,20.9,255,Drizzle: Light
2024-06-30,51,14.4,6.4,10.7,0.6,0.6,0.0,2.0,13.3,25.9,180,Drizzle: Light
2024-07-01,53,9.7,4.2,6.7,1.4,1.4,0.0,3.0,36.8,55.1,213,Drizzle: Moderate
2024-07-02,51,9.8,2.8,6.7,0.4,0.4,0.0,3.0,17.1,25.9,184,Drizzle: Light
2024-07-03,53,8.9,5.7,7.1,5.1,5.1,0.0,20.0,34.0,50.8,72,Drizzle: Moderate
2024-07-04,51,6.8,3.5,4.9,0.5,0.5,0.0,4.0,25.2,40.3,59,Drizzle: Light
2024-07-05,53,7.1,2.2,4.2,3.5,3.5,0.0,13.0,25.4,40.0,45,Drizzle: Moderate
2024-07-06,3,7.8,1.1,4.0,0.0,0.0,0.0,0.0,12.7,24.5,355,Overcast
2024-07-07,3,10.8,1.2,6.0,0.0,0.0,0.0,0.0,20.4,36.0,307,Overcast
2024-07-08,3,10.2,4.0,7.4,0.0,0.0,0.0,0.0,16.9,28.4,254,Overcast
2024-07-09,3,10.6,4.8,7.9,0.0,0.0,0.0,0.0,30.5,48.2,211,Overcast
2024-07-10,51,9.5,5.6,7.8,0.7,0.7,0.0,3.0,38.9,57.2,207,Drizzle: Light
2024-07-11,51,10.5,7.0,8.4,1.8,1.8,0.0,11.0,62.2,92.5,206,Drizzle: Light
2024-07-12,51,11.1,7.4,9.5,2.4,2.4,0.0,18.0,50.9,78.5,203,Drizzle: Light
2024-07-13,51,10.0,8.3,9.3,2.1,2.1,0.0,11.0,40.1,61.2,195,Drizzle: Light
2024-07-14,3,13.9,9.0,11.0,0.0,0.0,0.0,0.0,35.5,54.7,192,Overcast
2024-07-15,53,18.5,7.8,14.1,0.7,0.7,0.0,2.0,11.4,24.5,166,Drizzle: Moderate
2024-07-16,3,19.8,11.6,15.2,0.0,0.0,0.0,0.0,25.7,41.8,111,Overcast
2024-07-17,51,12.4,9.5,11.0,0.4,0.4,0.0,4.0,37.6,57.2,92,Drizzle: Light
2024-07-18,55,12.1,7.1,9.3,4.3,4.3,0.0,16.0,37.9,58.3,96,Drizzle: Dense intensity
2024-07-19,71,10.5,4.1,7.3,8.0,7.7,0.21,19.0,8.4,23.0,256,Snow fall: Slight
2024-07-20,73,7.2,4.3,5.7,7.7,7.4,0.21,24.0,18.7,32.0,317,Snow fall: Moderate
2024-07-21,71,4.1,1.3,2.8,6.3,6.2,0.07,24.0,26.1,41.0,289,Snow fall: Slight
2024-07-22,75,6.6,1.3,4.0,15.6,10.0,3.92,21.0,50.2,78.8,242,Snow fall: Heavy
2024-07-23,51,7.8,4.4,6.4,0.8,0.8,0.0,4.0,45.6,69.1,210,Drizzle: Light
2024-07-24,61,10.3,7.0,8.7,5.5,5.5,0.0,18.0,40.8,62.6,196,Rain: Slight
2024-07-25,63,12.5,6.2,9.4,9.7,9.7,0.0,19.0,19.9,38.2,56,Rain: Moderate
2024-07-26,61,8.1,5.5,6.4,14.4,14.4,0.0,23.0,16.0,26.6,307,Rain: Slight
2024-07-27,53,9.9,5.1,7.4,2.3,2.3,0.0,12.0,32.1,48.6,219,Drizzle: Moderate
2024-07-28,61,9.7,6.7,8.1,10.1,10.1,0.0,13.0,29.9,45.4,186,Rain: Slight
2024-07-29,55,9.6,6.2,8.2,5.8,5.8,0.0,12.0,40.4,61.9,179,Drizzle: Dense intensity
2024-07-30,51,9.3,5.6,7.2,1.6,1.6,0.0,7.0,22.6,35.3,214,Drizzle: Light
2024-07-31,53,11.8,5.5,8.6,1.0,1.0,0.0,3.0,4.8,17.6,18,Drizzle: Moderate
2024-08-01,61,9.8,5.8,8.8,6.6,6.6,0.0,17.0,39.8,60.1,95,Rain: Slight
2024-08-02,61,8.8,3.7,6.9,2.9,2.9,0.0,7.0,51.0,76.7,89,Rain: Slight
2024-08-03,3,10.4,3.7,7.3,0.0,0.0,0.0,0.0,49.7,75.6,94,Overcast
2024-08-04,53,10.9,5.0,7.5,0.9,0.9,0.0,4.0,56.5,82.8,88,Drizzle: Moderate
2024-08-05,63,10.2,6.1,7.9,13.8,13.8,0.0,24.0,56.4,85.3,77,Rain: Moderate
2024-08-06,51,10.2,3.2,7.4,0.5,0.5,0.0,3.0,22.5,36.4,88,Drizzle: Light
2024-08-07,51,8.6,5.0,6.5,1.4,1.4,0.0,9.0,11.2,22.7,31,Drizzle: Light
2024-08-08,53,8.6,4.0,6.2,1.6,1.6,0.0,7.0,7.8,19.4,13,Drizzle: Moderate
2024-08-09,51,4.8,3.1,3.9,1.1,1.1,0.0,10.0,13.2,22.7,309,Drizzle: Light
2024-08-10,51,8.1,3.2,5.9,1.2,1.2,0.0,6.0,11.1,19.8,65,Drizzle: Light
2024-08-11,53,9.0,4.7,7.2,3.4,3.4,0.0,11.0,8.7,15.8,180,Drizzle: Moderate
2024-08-12,61,8.9,3.8,6.3,11.2,11.2,0.0,17.0,41.8,62.6,70,Rain: Slight
2024-08-13,53,8.8,3.8,5.7,3.8,3.8,0.0,11.0,25.5,37.8,241,Drizzle: Moderate
2024-08-14,61,9.4,4.3,6.8,5.7,5.7,0.0,10.0,31.1,48.6,177,Rain: Slight
2024-08-15,73,6.6,3.6,5.2,23.1,21.7,0.98,24.0,29.6,44.6,234,Snow fall: Moderate
2024-08-16,71,5.5,2.2,4.0,6.6,6.5,0.07,22.0,23.2,37.4,327,Snow fall: Slight
2024-08-17,75,3.1,0.7,1.8,8.6,1.8,4.76,18.0,20.4,33.1,297,Snow fall: Heavy
2024-08-18,73,1.1,-0.8,0.1,7.7,0.5,5.04,24.0,31.6,50.0,305,Snow fall: Moderate
2024-08-19,71,3.0,-0.8,1.3,0.3,0.2,0.07,3.0,29.6,44.3,46,Snow fall: Slight
2024-08-20,51,5.1,0.7,2.4,0.3,0.3,0.0,3.0,26.1,38.5,52,Drizzle: Light
2024-08-21,73,2.7,0.6,1.6,5.0,0.7,3.01,17.0,45.1,67.7,78,Snow fall: Moderate
2024-08-22,73,3.2,-0.3,1.5,4.5,2.3,1.54,20.0,29.6,46.1,2,Snow fall: Moderate
2024-08-23,75,1.5,-0.7,0.0,8.6,0.3,5.81,23.0,31.4,49.0,318,Snow fall: Heavy
2024-08-24,73,2.9,-0.6,1.0,8.0,3.3,3.29,20.0,21.3,35.6,320,Snow fall: Moderate
2024-08-25,73,2.1,-0.5,0.6,6.9,0.9,4.2,18.0,15.5,24.1,305,Snow fall: Moderate
2024-08-26,3,7.7,0.3,3.9,0.0,0.0,0.0,0.0,11.0,21.6,167,Overcast
2024-08-27,3,7.7,1.3,4.7,0.0,0.0,0.0,0.0,28.8,44.6,96,Overcast
2024-08-28,73,4.2,1.4,3.1,9.5,7.1,1.68,16.0,27.4,41.8,66,Snow fall: Moderate
2024-08-29,73,7.2,0.1,3.6,2.2,0.7,1.05,7.0,24.6,34.9,257,Snow fall: Moderate
2024-08-30,51,8.2,6.4,7.2,0.8,0.8,0.0,6.0,46.2,70.9,193,Drizzle: Light
2024-08-31,61,12.3,8.2,10.8,14.3,14.3,0.0,24.0,55.9,90.7,169,Rain: Slight
2024-09-01,61,11.3,3.6,9.1,15.6,15.6,0.0,18.0,58.4,90.0,173,Rain: Slight
2024-09-02,55,7.1,4.4,5.7,4.3,4.3,0.0,9.0,38.5,58.7,165,Drizzle: Dense intensity
2024-09-03,51,6.7,1.6,4.5,2.1,2.1,0.0,12.0,16.8,28.8,311,Drizzle: Light
2024-09-04,51,12.2,1.1,8.1,0.5,0.5,0.0,4.0,48.8,72.7,193,Drizzle: Light
2024-09-05,55,14.3,3.5,8.2,2.4,2.4,0.0,13.0,71.3,106.6,201,Drizzle: Dense intensity
2024-09-06,51,7.7,2.9,5.5,0.1,0.1,0.0,1.0,67.1,99.0,205,Drizzle: Light
2024-09-07,61,6.7,2.5,5.0,2.8,2.8,0.0,5.0,63.5,98.6,211,Rain: Slight
2024-09-08,73,3.1,-2.7,0.9,3.1,0.3,1.96,10.0,21.2,38.5,257,Snow fall: Moderate
2024-09-09,73,-0.6,-3.4,-2.3,4.5,0.1,3.08,22.0,34.2,52.9,332,Snow fall: Moderate
2024-09-10,75,-1.4,-3.3,-2.6,12.4,0.0,8.68,20.0,38.2,59.8,333,Snow fall: Heavy
2024-09-11,71,0.1,-3.9,-2.0,1.2,0.0,0.84,8.0,25.8,42.8,346,Snow fall: Slight
2024-09-12,71,2.0,-3.3,-0.5,0.3,0.0,0.21,3.0,26.0,41.0,271,Snow fall: Slight
2024-09-13,1,3.6,-3.3,-0.2,0.0,0.0,0.0,0.0,21.9,33.5,102,Mainly clear
2024-09-14,75,-0.4,-2.4,-1.4,7.4,0.2,5.04,14.0,50.0,74.5,88,Snow fall: Heavy
2024-09-15,73,0.1,-3.5,-0.9,1.9,0.0,1.33,13.0,22.7,38.9,30,Snow fall: Moderate
2024-09-16,71,5.8,-4.7,2.3,7.4,7.2,0.14,9.0,32.1,51.8,86,Snow fall: Slight
2024-09-17,63,8.9,3.8,5.9,13.3,13.3,0.0,9.0,47.3,74.2,206,Rain: Moderate
2024-09-18,73,9.6,-1.2,5.7,17.6,16.7,0.63,22.0,36.1,54.4,207,Snow fall: Moderate
2024-09-19,3,4.9,-2.3,1.3,0.0,0.0,0.0,0.0,29.8,46.1,218,Overcast
2024-09-20,3,6.5,-1.6,3.0,0.0,0.0,0.0,0.0,12.0,19.8,114,Overcast
2024-09-21,3,5.3,0.3,3.2,0.0,0.0,0.0,0.0,13.0,23.4,223,Overcast
2024-09-22,3,3.0,-1.9,1.3,0.0,0.0,0.0,0.0,17.5,28.1,84,Overcast
2024-09-23,1,2.8,-3.3,-0.1,0.0,0.0,0.0,0.0,13.6,20.9,128,Mainly clear
2024-09-24,71,1.1,-4.0,-1.0,1.2,0.1,0.77,11.0,23.2,36.0,324,Snow fall: Slight
2024-09-25,71,-0.5,-3.7,-2.1,0.8,0.0,0.56,8.0,28.4,44.3,49,Snow fall: Slight
2024-09-26,71,-0.7,-4.8,-2.0,1.0,0.0,0.7,7.0,9.6,15.8,244,Snow fall: Slight
2024-09-27,71,0.1,-2.6,-1.3,1.1,0.0,0.84,9.0,19.7,31.0,90,Snow fall: Slight
2024-09-28,73,1.0,-2.9,-0.6,2.9,0.0,2.03,15.0,7.5,11.9,82,Snow fall: Moderate
2024-09-29,73,2.1,-3.0,0.1,6.5,0.6,4.2,22.0,13.5,21.2,359,Snow fall: Moderate
2024-09-30,3,-0.5,-3.9,-2.5,0.0,0.0,0.0,0.0,12.1,19.8,6,Overcast
2024-10-01,3,3.7,0.2,2.4,0.0,0.0,0.0,0.0,46.9,69.5,210,Overcast
2024-10-02,73,3.7,2.0,2.7,2.7,1.5,0.84,8.0,34.2,52.2,211,Snow fall: Moderate
2024-10-03,73,1.9,-1.7,-0.2,7.3,0.3,4.9,16.0,44.1,64.8,87,Snow fall: Moderate
2024-10-04,3,-1.9,-4.8,-3.1,0.0,0.0,0.0,0.0,54.2,80.6,91,Overcast
2024-10-05,3,-2.3,-5.0,-3.5,0.0,0.0,0.0,0.0,48.6,73.8,94,Overcast
2024-10-06,71,-1.6,-5.2,-3.2,0.3,0.1,0.14,3.0,51.5,76.0,87,Snow fall: Slight
2024-10-07,3,-2.3,-6.5,-4.2,0.0,0.0,0.0,0.0,40.6,60.1,96,Overcast
2024-10-08,3,-2.2,-7.9,-3.9,0.0,0.0,0.0,0.0,28.6,41.8,102,Overcast
2024-10-09,71,-4.6,-6.6,-5.5,0.2,0.0,0.14,2.0,27.6,42.1,97,Snow fall: Slight
2024-10-10,73,-4.6,-8.1,-6.1,4.3,0.0,3.01,16.0,18.8,29.2,11,Snow fall: Moderate
2024-10-11,3,-6.3,-9.5,-8.1,0.0,0.0,0.0,0.0,16.8,28.4,4,Overcast
2024-10-12,3,-5.8,-12.8,-9.0,0.0,0.0,0.0,0.0,13.7,19.4,204,Overcast
2024-10-13,2,-5.6,-11.9,-8.0,0.0,0.0,0.0,0.0,31.7,46.1,107,Partly cloudy
2024-10-14,3,-2.9,-8.4,-5.2,0.0,0.0,0.0,0.0,33.8,49.3,105,Overcast
2024-10-15,73,2.5,-4.4,0.2,8.8,6.5,1.61,14.0,26.7,39.2,103,Snow fall: Moderate
2024-10-16,71,4.1,-0.4,1.9,1.8,1.7,0.07,7.0,13.4,20.5,255,Snow fall: Slight
2024-10-17,71,2.0,-1.8,0.1,0.2,0.0,0.21,2.0,20.3,31.0,84,Snow fall: Slight
2024-10-18,75,3.7,0.1,1.6,10.4,4.4,4.2,17.0,47.7,70.9,85,Snow fall: Heavy
2024-10-19,75,3.0,0.6,1.6,10.8,1.8,6.3,20.0,58.3,85.0,187,Snow fall: Heavy
2024-10-20,73,1.6,-0.8,0.4,2.3,0.0,1.61,8.0,21.9,37.1,96,Snow fall: Moderate
2024-10-21,75,-0.3,-4.2,-2.2,12.0,0.0,8.4,24.0,14.8,21.2,338,Snow fall: Heavy
2024-10-22,75,-4.3,-8.6,-5.9,6.4,0.0,4.48,10.0,25.2,34.6,111,Snow fall: Heavy
2024-10-23,73,2.4,-4.2,-0.3,3.1,0.5,1.82,12.0,28.0,39.2,105,Snow fall: Moderate
2024-10-24,73,0.9,-10.6,-3.4,4.3,0.0,3.01,13.0,28.3,42.8,284,Snow fall: Moderate
2024-10-25,75,2.4,-11.7,-2.7,10.8,0.0,7.56,11.0,88.3,127.8,188,Snow fall: Heavy
2024-10-26,73,-1.6,-5.0,-2.5,7.3,0.0,5.11,22.0,49.3,68.4,218,Snow fall: Moderate
2024-10-27,71,-5.8,-13.1,-9.1,0.1,0.0,0.07,1.0,18.0,23.8,117,Snow fall: Slight
2024-10-28,75,3.2,-8.0,-0.8,6.9,3.0,2.73,13.0,65.7,96.1,196,Snow fall: Heavy
2024-10-29,73,0.6,-2.4,-0.9,3.1,0.1,2.1,12.0,43.1,64.4,217,Snow fall: Moderate
2024-10-30,73,-1.2,-7.3,-3.0,1.5,0.0,1.05,4.0,46.8,65.2,212,Snow fall: Moderate
2024-10-31,73,-2.3,-12.3,-6.5,3.6,0.0,2.52,9.0,41.4,57.6,238,Snow fall: Moderate
2024-11-01,3,-5.3,-12.9,-8.4,0.0,0.0,0.0,0.0,28.1,38.5,207,Overcast
2024-11-02,71,-0.3,-11.0,-4.0,0.4,0.0,0.28,4.0,16.4,22.3,110,Snow fall: Slight
2024-11-03,63,7.0,-2.8,4.4,11.1,11.1,0.0,17.0,49.4,70.6,181,Rain: Moderate
2024-11-04,53,7.4,4.4,5.9,3.8,3.8,0.0,9.0,42.1,60.8,192,Drizzle: Moderate
2024-11-05,61,7.7,5.7,6.8,7.1,7.1,0.0,23.0,54.1,82.4,164,Rain: Slight
2024-11-06,75,6.5,-2.2,1.0,13.1,6.9,4.34,11.0,57.8,89.6,185,Snow fall: Heavy
2024-11-07,73,7.5,-0.4,4.1,17.1,16.4,0.49,17.0,61.7,93.6,194,Snow fall: Moderate
2024-11-08,3,5.0,-1.6,0.8,0.0,0.0,0.0,0.0,46.4,73.1,196,Overcast
2024-11-09,51,7.6,3.6,5.8,2.3,2.3,0.0,13.0,36.4,61.9,144,Drizzle: Light
2024-11-10,73,6.9,0.6,3.2,8.6,7.1,1.05,16.0,45.3,66.6,208,Snow fall: Moderate
2024-11-11,71,8.7,-0.8,4.2,8.3,8.0,0.21,17.0,68.9,102.2,202,Snow fall: Slight
2024-11-12,73,9.7,0.1,4.2,13.9,11.5,1.68,20.0,75.9,113.8,210,Snow fall: Moderate
2024-11-13,3,4.1,-0.9,0.9,0.0,0.0,0.0,0.0,59.9,91.1,219,Overcast
2024-11-14,75,6.3,-2.1,4.8,12.1,8.3,2.66,20.0,70.7,105.1,211,Snow fall: Heavy
2024-11-15,75,-3.4,-9.5,-7.0,11.4,0.0,7.98,21.0,56.2,86.0,258,Snow fall: Heavy
